status,source_file,dn_no,mapped_stockist_no,detail
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-1_TV0111_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-2_TV0112_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-3_TV0113_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-4_TV0114_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-5_TV0115_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-6_TV0116_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-7_TV0117_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-8_TV0118_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\IBC0540931-9_TV0119_29_NOV_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\ISB0378133-1_TV0055_25_APR_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\ISB0378133-2_TV0056_25_APR_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\ISB0378133-3_TV0057_25_APR_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\ISB0378133-4_TV0058_10_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\ISB0378133-4_TV0058_25_APR_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\ISB0378133-5_TV0059_25_APR_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\KR02253538-1_TV0031_24_NOV_2018.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\KR02253538-3_TV0033_10_DEC_2018.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\KR02326309-1_TV0041_28_FEB_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\KR02326309-2_TV0042_28_FEB_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\KR02326309-3_TV0043_28_FEB_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\KR02326309-4_TV0044_28_FEB_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\KR02326309-5_TV0045_28_FEB_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC0704_C0704_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC0835_C0835_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC1606_C1606_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC1678_C1678_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC1745_C1745_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC1751_C1751_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC1878_C1878_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC2856_C2856_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC3433_C3433_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC3434_C3434_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC3435_C3435_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NC3436_C3436_16_JUL_2019.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00001_NWS00001_12_OCT_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00002_NWS00002_12_OCT_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00003_NWS00003_12_OCT_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00004_NWS00004_12_OCT_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00005_NWS00005_12_OCT_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00006_NWS00006_12_OCT_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00007_NWS00007_12_NOV_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00008_NWS00008_12_NOV_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00009_NWS00009_12_NOV_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00010_NWS00010_12_NOV_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00011_NWS00011_12_NOV_2020.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00012_NWS00012_05_FEB_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00013_NWS00013_05_FEB_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00014_NWS00014_05_FEB_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00015_NWS00015_04_FEB_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00016_NWS00016_04_FEB_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00017_NWS00017_02_MAR_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00018_NWS00018_02_MAR_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00019_NWS00019_02_MAR_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00020_NWS00020_16_JUL_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00021_NWS00021_16_JUL_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00022_NWS00022_16_JUL_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00023_NWS00023_16_JUL_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\NW00024_NWS00024_20_JUL_2021.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\REFSN4340_N4340_11_SEP_2018.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\SF00001_SFS00001_17_JAN_2022.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\SF00002_SFS00002_17_JAN_2022.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\SF00003_SFS00003_25_JAN_2022.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\SF00004_SFS00004_25_JAN_2022.pdf,,,filename pattern mismatch
SKIP_NOT_MATCH,D:\Stockist&Test Report\Stockist Cert\SF00005_SFS00005_25_JAN_2022.pdf,,,filename pattern mismatch
SKIP_NO_MAP,D:\Stockist&Test Report\Stockist Cert\SS64197_S64197_11_SEP_2018.pdf,SS64197,,DN not found in mapping
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64633_REF-SN4808_22_NOV_2018.pdf,SS64633,REF-SN4808,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64634_REF-SN4809_22_NOV_2018.pdf,SS64634,REF-SN4809,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64635_REF-SN4810_22_NOV_2018.pdf,SS64635,REF-SN4810,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64637_REF-SN4812_22_NOV_2018.pdf,SS64637,REF-SN4812,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64638_REF-SN4813_22_NOV_2018.pdf,SS64638,REF-SN4813,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64639_REF-SN4814_22_NOV_2018.pdf,SS64639,REF-SN4814,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64640_REF-SN4815_22_NOV_2018.pdf,SS64640,REF-SN4815,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64641_REF-SN4816_22_NOV_2018.pdf,SS64641,REF-SN4816,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64642_REF-SN4817_23_NOV_2018.pdf,SS64642,REF-SN4817,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64643_REF-SN4818_23_NOV_2018.pdf,SS64643,REF-SN4818,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64644_REF-SN4819_23_NOV_2018.pdf,SS64644,REF-SN4819,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64645_REF-SN4820_23_NOV_2018.pdf,SS64645,REF-SN4820,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64646_REF-SN4821_23_NOV_2018.pdf,SS64646,REF-SN4821,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64653_REF-SN4822_23_NOV_2018.pdf,SS64653,REF-SN4822,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64656_REF-SN4825_23_NOV_2018.pdf,SS64656,REF-SN4825,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64659_REF-SN4828_23_NOV_2018.pdf,SS64659,REF-SN4828,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64660_REF-SN4829_23_NOV_2018.pdf,SS64660,REF-SN4829,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64661_REF-SN4830_23_NOV_2018.pdf,SS64661,REF-SN4830,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64662_REF-SN4831_23_NOV_2018.pdf,SS64662,REF-SN4831,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64663_REF-SN4832_23_NOV_2018.pdf,SS64663,REF-SN4832,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64664_REF-SN4833_23_NOV_2018.pdf,SS64664,REF-SN4833,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64665_REF-SN4834_23_NOV_2018.pdf,SS64665,REF-SN4834,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64666_REF-SN4835_23_NOV_2018.pdf,SS64666,REF-SN4835,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64669_REF-SN4838_23_NOV_2018.pdf,SS64669,REF-SN4838,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64672_REF-SN4841_23_NOV_2018.pdf,SS64672,REF-SN4841,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64781_KL1218_04_DEC_2018.pdf,SS64781,KL1218,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64782_KL1219_04_DEC_2018.pdf,SS64782,KL1219,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64783_KL1220_04_DEC_2018.pdf,SS64783,KL1220,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64784_KL1221_04_DEC_2018.pdf,SS64784,KL1221,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64785_KL1222_04_DEC_2018.pdf,SS64785,KL1222,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64786_KL1223_04_DEC_2018.pdf,SS64786,KL1223,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64787_KL1224_04_DEC_2018.pdf,SS64787,KL1224,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64788_KL1225_04_DEC_2018.pdf,SS64788,KL1225,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64803_KL1232_13_DEC_2018.pdf,SS64803,KL1232,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64804_KL1233_13_DEC_2018.pdf,SS64804,KL1233,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64805_KL1234_13_DEC_2018.pdf,SS64805,KL1234,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64806_KL1235_13_DEC_2018.pdf,SS64806,KL1235,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64807_KL1236_13_DEC_2018.pdf,SS64807,KL1236,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64808_KL1237_13_DEC_2018.pdf,SS64808,KL1237,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64809_KL1238_13_DEC_2018.pdf,SS64809,KL1238,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64882_KL1301_17_DEC_2018.pdf,SS64882,KL1301,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64883_KL1306_17_DEC_2018.pdf,SS64883,KL1306,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64884_KL1302_17_DEC_2018.pdf,SS64884,KL1302,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64885_KL1303_17_DEC_2018.pdf,SS64885,KL1303,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64886_KL1304_17_DEC_2018.pdf,SS64886,KL1304,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS64887_KL1305_17_DEC_2018.pdf,SS64887,KL1305,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65024_KL1344_08_JAN_2019.pdf,SS65024,KL1344,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65030_KL1350_08_JAN_2019.pdf,SS65030,KL1350,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65031_KL1351_08_JAN_2019.pdf,SS65031,KL1351,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65032_KL1352_08_JAN_2019.pdf,SS65032,KL1352,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65033_KL1353_08_JAN_2019.pdf,SS65033,KL1353,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65034_KL1354_08_JAN_2019.pdf,SS65034,KL1354,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65035_KL1355_02_JAN_2019.pdf,SS65035,KL1355,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65036_KL1356_02_JAN_2019.pdf,SS65036,KL1356,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65037_KL1357_02_JAN_2019.pdf,SS65037,KL1357,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65038_KL1358_02_JAN_2019.pdf,SS65038,KL1358,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65039_KL1359_02_JAN_2019.pdf,SS65039,KL1359,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65040_KL1360_02_JAN_2019.pdf,SS65040,KL1360,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65041_KL1361_02_JAN_2019.pdf,SS65041,KL1361,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65042_KL1362_02_JAN_2019.pdf,SS65042,KL1362,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65191_KL1499_23_JAN_2019.pdf,SS65191,KL1499,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65192_KL1500_23_JAN_2019.pdf,SS65192,KL1500,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65193_KL1501_23_JAN_2019.pdf,SS65193,KL1501,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65194_KL1502_23_JAN_2019.pdf,SS65194,KL1502,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65195_KL1503_23_JAN_2019.pdf,SS65195,KL1503,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65223_KL1507_24_JAN_2019.pdf,SS65223,KL1507,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65224_KL1508_24_JAN_2019.pdf,SS65224,KL1508,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65225_KL1509_24_JAN_2019.pdf,SS65225,KL1509,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65226_KL1510_24_JAN_2019.pdf,SS65226,KL1510,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65227_KL1511_25_JAN_2019.pdf,SS65227,KL1511,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65228_KL1512_24_JAN_2019.pdf,SS65228,KL1512,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65229_KL1513_24_JAN_2019.pdf,SS65229,KL1513,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65230_KL1514_24_JAN_2019.pdf,SS65230,KL1514,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65231_KL1515_24_JAN_2019.pdf,SS65231,KL1515,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65232_KL1516_24_JAN_2019.pdf,SS65232,KL1516,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65233_KL1517_24_JAN_2019.pdf,SS65233,KL1517,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65234_KL1518_24_JAN_2019.pdf,SS65234,KL1518,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65235_KL1519_23_JAN_2019.pdf,SS65235,KL1519,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65236_KL1520_23_JAN_2019.pdf,SS65236,KL1520,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65237_KL1521_23_JAN_2019.pdf,SS65237,KL1521,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65238_KL1522_23_JAN_2019.pdf,SS65238,KL1522,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65239_KL1523_23_JAN_2019.pdf,SS65239,KL1523,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65240_KL1524_23_JAN_2019.pdf,SS65240,KL1524,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65412_KL1634_25_FEB_2019.pdf,SS65412,KL1634,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65413_KL1635_03_JUN_2019.pdf,SS65413,KL1635,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65414_KL1636_25_FEB_2019.pdf,SS65414,KL1636,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65415_KL1637_25_FEB_2019.pdf,SS65415,KL1637,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65416_KL1638_25_FEB_2019.pdf,SS65416,KL1638,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65417_KL1639_25_FEB_2019.pdf,SS65417,KL1639,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65418_KL1640_25_FEB_2019.pdf,SS65418,KL1640,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65419_KL1641_25_FEB_2019.pdf,SS65419,KL1641,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65420_KL1642_25_FEB_2019.pdf,SS65420,KL1642,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65421_KL1643_25_FEB_2019.pdf,SS65421,KL1643,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65422_KL1644_25_FEB_2019.pdf,SS65422,KL1644,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65423_KL1645_25_FEB_2019.pdf,SS65423,KL1645,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65424_KL1646_25_FEB_2019.pdf,SS65424,KL1646,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65428_KL1650_25_FEB_2019.pdf,SS65428,KL1650,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65429_KL1651_25_FEB_2019.pdf,SS65429,KL1651,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65430_KL1652_01_MAR_2019.pdf,SS65430,KL1652,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65431_KL1653_25_FEB_2019.pdf,SS65431,KL1653,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65432_KL1654_17_JUN_2019.pdf,SS65432,KL1654,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65433_KL1655_25_FEB_2019.pdf,SS65433,KL1655,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65445_KL1668_25_FEB_2019.pdf,SS65445,KL1668,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65446_KL1669_25_FEB_2019.pdf,SS65446,KL1669,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65447_KL1670_25_FEB_2019.pdf,SS65447,KL1670,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65474_KL1695_28_FEB_2019.pdf,SS65474,KL1695,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65535_KL1724_11_MAR_2019.pdf,SS65535,KL1724,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65536_KL1725_11_MAR_2019.pdf,SS65536,KL1725,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65537_KL1726_11_MAR_2019.pdf,SS65537,KL1726,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65538_KL1727_11_MAR_2019.pdf,SS65538,KL1727,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65540_KL1732_11_MAR_2019.pdf,SS65540,KL1732,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65541_KL1733_11_MAR_2019.pdf,SS65541,KL1733,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65542_KL1734_11_MAR_2019.pdf,SS65542,KL1734,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65543_KL1735_11_MAR_2019.pdf,SS65543,KL1735,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65544_KL1728_11_MAR_2019.pdf,SS65544,KL1728,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65545_KL1729_11_MAR_2019.pdf,SS65545,KL1729,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65546_KL1730_11_MAR_2019.pdf,SS65546,KL1730,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65547_KL1731_11_MAR_2019.pdf,SS65547,KL1731,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65548_KL1736_11_MAR_2019.pdf,SS65548,KL1736,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65549_KL1737_11_MAR_2019.pdf,SS65549,KL1737,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65550_KL1738_11_MAR_2019.pdf,SS65550,KL1738,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65551_KL1739_11_MAR_2019.pdf,SS65551,KL1739,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65552_KL1740_11_MAR_2019.pdf,SS65552,KL1740,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65827_KL1979_25_APR_2019.pdf,SS65827,KL1979,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65828_KL1980_25_APR_2019.pdf,SS65828,KL1980,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65829_KL1981_25_APR_2019.pdf,SS65829,KL1981,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65830_KL1982_25_APR_2019.pdf,SS65830,KL1982,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65831_KL1983_25_APR_2019.pdf,SS65831,KL1983,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65832_KL1984_25_APR_2019.pdf,SS65832,KL1984,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65885_KL2027_03_MAY_2019.pdf,SS65885,KL2027,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65886_KL2028_03_MAY_2019.pdf,SS65886,KL2028,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65887_KL2029_03_MAY_2019.pdf,SS65887,KL2029,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65888_KL2030_03_MAY_2019.pdf,SS65888,KL2030,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS65889_KL2031_03_MAY_2019.pdf,SS65889,KL2031,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS66189_KL2255_08_JUN_2019.pdf,SS66189,KL2255,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS66190_KL2239_08_JUN_2019.pdf,SS66190,KL2239,already correct
SKIP_SAME,D:\Stockist&Test Report\Stockist Cert\SS66191_KL2240_08_JUN_2019.pdf,SS66191,KL2240,already correct
