status,source_file,token_raw,stockist_no,dd_no,ocr_date,target_name,detail
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0262.pdf,C0262,C0262,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0263.pdf,C0263,C0263,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0264.pdf,C0264,C0264,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0265.pdf,C0265,C0265,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0266.pdf,C0266,C0266,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0267.pdf,C0267,C0267,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0268.pdf,C0268,C0268,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0269.pdf,C0269,C0269,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0270.pdf,C0270,C0270,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0271.pdf,C0271,C0271,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0272.pdf,C0272,C0272,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0273.pdf,C0273,C0273,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0274.pdf,C0274,C0274,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0275.pdf,C0275,C0275,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0276.pdf,C0276,C0276,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0277.pdf,C0277,C0277,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0278.pdf,C0278,C0278,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0279.pdf,C0279,C0279,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0280.pdf,C0280,C0280,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0281.pdf,C0281,C0281,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0282.pdf,C0282,C0282,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0283.pdf,C0283,C0283,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0284.pdf,C0284,C0284,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0285.pdf,C0285,C0285,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0286.pdf,C0286,C0286,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0287.pdf,C0287,C0287,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0288.pdf,C0288,C0288,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0289.pdf,C0289,C0289,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0290.pdf,C0290,C0290,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0291.pdf,C0291,C0291,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0292.pdf,C0292,C0292,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0293.pdf,C0293,C0293,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0294.pdf,C0294,C0294,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0295.pdf,C0295,C0295,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0296.pdf,C0296,C0296,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0297.pdf,C0297,C0297,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0298.pdf,C0298,C0298,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0299.pdf,C0299,C0299,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0300.pdf,C0300,C0300,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0310.pdf,C0310,C0310,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0311.pdf,C0311,C0311,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0314.pdf,C0314,C0314,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0357.pdf,C0357,C0357,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0358.pdf,C0358,C0358,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0359.pdf,C0359,C0359,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0360.pdf,C0360,C0360,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of C0361.pdf,C0361,C0361,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of D1900247.pdf,D1900247,D1900247,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS63636.pdf,SS63636,SS63636,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS66479.pdf,SS66479,SS66479,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS66482.pdf,SS66482,SS66482,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS66879.pdf,SS66879,SS66879,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67911.pdf,SS67911,SS67911,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67919.pdf,SS67919,SS67919,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67920.pdf,SS67920,SS67920,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67921.pdf,SS67921,SS67921,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS67922.pdf,SS67922,SS67922,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS68624.pdf,SS68624,SS68624,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS68675.pdf,SS68675,SS68675,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS70753.pdf,SS70753,SS70753,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS71038.pdf,SS71038,SS71038,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS71041.pdf,SS71041,SS71041,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS71042.pdf,SS71042,SS71042,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS71446.pdf,SS71446,SS71446,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS73616.pdf,SS73616,SS73616,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS73617.pdf,SS73617,SS73617,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS73622.pdf,SS73622,SS73622,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS73625.pdf,SS73625,SS73625,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SS74168.pdf,SS74168,SS74168,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SSS70138.pdf,SSS70138,SSS70138,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SSS70139.pdf,SSS70139,SSS70139,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of SSS70140.pdf,SSS70140,SSS70140,,,,no reverse mapping
SKIP_NO_DN,D:\Stockist&Test Report\Stockist Cert\Stockist cert & mill cert of T9001-724.pdf,T9001-724,T9001,,,,no reverse mapping
